J,alpha,target,phi_E1,phi_E0,rho,simulations,seed,scenario,kind,parameters,metric,value,average_sample_size,engine_version
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s0_k2,null,0.4;0.4;0.4;0.4;0.4;0.6,Type I error,0.0002,65,1.0.0
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s0_k3,null,0.4;0.4;0.4;0.4;0.4;0.4,Type I error,0,65,1.0.0
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s1_k1,null,0.2;0.4;0.4;0.6;0.4;0.6,Type I error,0.0487,65,1.0.0
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s1_k2,null,0.2;0.4;0.4;0.4;0.4;0.6,Type I error,0.0019,65,1.0.0
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s1_k3,null,0.2;0.4;0.4;0.4;0.4;0.4,Type I error,0.0001,65,1.0.0
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s2_k2,null,0.2;0.4;0.2;0.4;0.4;0.6,Type I error,0.0479,65,1.0.0
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s2_k3,null,0.2;0.4;0.2;0.4;0.4;0.4,Type I error,0.0018,65,1.0.0
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,H0_s3_k3,null,0.2;0.4;0.2;0.4;0.2;0.4,Type I error,0.0286,65,1.0.0
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,W1,alternative,0.2;0.6;0.4;0.6;0.4;0.6,Power,0.835,65,1.0.0
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,W2,alternative,0.2;0.4;0.2;0.6;0.4;0.6,Power,0.8051,65,1.0.0
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,W3,alternative,0.2;0.4;0.2;0.4;0.2;0.6,Power,0.8366,65,1.0.0
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,P1,alternative,0.2;0.6;0.2;0.6;0.4;0.6,Power,0.9422,65,1.0.0
3,0.05,0.8,0.6,0.4,0.3,10000,20470283,P2,alternative,0.2;0.4;0.2;0.6;0.2;0.6,Power,0.9383,65,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s0_k0,null,0.4;0.3;0.4;0.3;0.4;0.3,Type I error,0.0321,67,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s0_k1,null,0.4;0.1;0.4;0.3;0.4;0.3,Type I error,0.0026,67,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s0_k2,null,0.4;0.1;0.4;0.1;0.4;0.3,Type I error,0.0002,67,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s0_k3,null,0.4;0.1;0.4;0.1;0.4;0.1,Type I error,0,67,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s1_k1,null,0.2;0.1;0.4;0.3;0.4;0.3,Type I error,0.045,67,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s1_k2,null,0.2;0.1;0.4;0.1;0.4;0.3,Type I error,0.003,67,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s1_k3,null,0.2;0.1;0.4;0.1;0.4;0.1,Type I error,0.0002,67,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s2_k2,null,0.2;0.1;0.2;0.1;0.4;0.3,Type I error,0.0443,67,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s2_k3,null,0.2;0.1;0.2;0.1;0.4;0.1,Type I error,0.0012,67,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,H0_s3_k3,null,0.2;0.1;0.2;0.1;0.2;0.1,Type I error,0.0139,67,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,W1,alternative,0.2;0.3;0.4;0.3;0.4;0.3,Power,0.9159,67,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,W2,alternative,0.2;0.1;0.2;0.3;0.4;0.3,Power,0.8994,67,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,W3,alternative,0.2;0.1;0.2;0.1;0.2;0.3,Power,0.9258,67,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,P1,alternative,0.2;0.3;0.2;0.3;0.4;0.3,Power,0.9649,67,1.0.0
3,0.05,0.9,0.3,0.1,0,10000,20365554,P2,alternative,0.2;0.1;0.2;0.3;0.2;0.3,Power,0.9769,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s0_k0,null,0.4;0.3;0.4;0.3;0.4;0.3,Type I error,0.031,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s0_k1,null,0.4;0.1;0.4;0.3;0.4;0.3,Type I error,0.003,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s0_k2,null,0.4;0.1;0.4;0.1;0.4;0.3,Type I error,0.0004,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s0_k3,null,0.4;0.1;0.4;0.1;0.4;0.1,Type I error,0,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s1_k1,null,0.2;0.1;0.4;0.3;0.4;0.3,Type I error,0.0469,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s1_k2,null,0.2;0.1;0.4;0.1;0.4;0.3,Type I error,0.0029,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s1_k3,null,0.2;0.1;0.4;0.1;0.4;0.1,Type I error,0.0002,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s2_k2,null,0.2;0.1;0.2;0.1;0.4;0.3,Type I error,0.0418,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s2_k3,null,0.2;0.1;0.2;0.1;0.4;0.1,Type I error,0.0007,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,H0_s3_k3,null,0.2;0.1;0.2;0.1;0.2;0.1,Type I error,0.0139,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,W1,alternative,0.2;0.3;0.4;0.3;0.4;0.3,Power,0.9099,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,W2,alternative,0.2;0.1;0.2;0.3;0.4;0.3,Power,0.8963,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,W3,alternative,0.2;0.1;0.2;0.1;0.2;0.3,Power,0.9296,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,P1,alternative,0.2;0.3;0.2;0.3;0.4;0.3,Power,0.9635,67,1.0.0
3,0.05,0.9,0.3,0.1,0.3,10000,20470283,P2,alternative,0.2;0.1;0.2;0.3;0.2;0.3,Power,0.9799,67,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s0_k0,null,0.4;0.6;0.4;0.6;0.4;0.6,Type I error,0.0182,87,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s0_k1,null,0.4;0.4;0.4;0.6;0.4;0.6,Type I error,0.0014,87,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s0_k2,null,0.4;0.4;0.4;0.4;0.4;0.6,Type I error,0,87,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s0_k3,null,0.4;0.4;0.4;0.4;0.4;0.4,Type I error,0,87,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s1_k1,null,0.2;0.4;0.4;0.6;0.4;0.6,Type I error,0.0446,87,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s1_k2,null,0.2;0.4;0.4;0.4;0.4;0.6,Type I error,0.0028,87,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s1_k3,null,0.2;0.4;0.4;0.4;0.4;0.4,Type I error,0,87,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s2_k2,null,0.2;0.4;0.2;0.4;0.4;0.6,Type I error,0.0486,87,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s2_k3,null,0.2;0.4;0.2;0.4;0.4;0.4,Type I error,0.0022,87,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,H0_s3_k3,null,0.2;0.4;0.2;0.4;0.2;0.4,Type I error,0.029,87,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,W1,alternative,0.2;0.6;0.4;0.6;0.4;0.6,Power,0.9379,87,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,W2,alternative,0.2;0.4;0.2;0.6;0.4;0.6,Power,0.9035,87,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,W3,alternative,0.2;0.4;0.2;0.4;0.2;0.6,Power,0.9223,87,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,P1,alternative,0.2;0.6;0.2;0.6;0.4;0.6,Power,0.9757,87,1.0.0
3,0.05,0.9,0.6,0.4,0,10000,20365554,P2,alternative,0.2;0.4;0.2;0.6;0.2;0.6,Power,0.9656,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s0_k0,null,0.4;0.6;0.4;0.6;0.4;0.6,Type I error,0.0181,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s0_k1,null,0.4;0.4;0.4;0.6;0.4;0.6,Type I error,0.0006,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s0_k2,null,0.4;0.4;0.4;0.4;0.4;0.6,Type I error,0,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s0_k3,null,0.4;0.4;0.4;0.4;0.4;0.4,Type I error,0,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s1_k1,null,0.2;0.4;0.4;0.6;0.4;0.6,Type I error,0.0503,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s1_k2,null,0.2;0.4;0.4;0.4;0.4;0.6,Type I error,0.0028,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s1_k3,null,0.2;0.4;0.4;0.4;0.4;0.4,Type I error,0.0004,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s2_k2,null,0.2;0.4;0.2;0.4;0.4;0.6,Type I error,0.0439,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s2_k3,null,0.2;0.4;0.2;0.4;0.4;0.4,Type I error,0.0021,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,H0_s3_k3,null,0.2;0.4;0.2;0.4;0.2;0.4,Type I error,0.0293,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,W1,alternative,0.2;0.6;0.4;0.6;0.4;0.6,Power,0.9255,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,W2,alternative,0.2;0.4;0.2;0.6;0.4;0.6,Power,0.9008,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,W3,alternative,0.2;0.4;0.2;0.4;0.2;0.6,Power,0.9242,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,P1,alternative,0.2;0.6;0.2;0.6;0.4;0.6,Power,0.9745,87,1.0.0
3,0.05,0.9,0.6,0.4,0.3,10000,20470283,P2,alternative,0.2;0.4;0.2;0.6;0.2;0.6,Power,0.9653,87,1.0.0
3,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s0_k0,null,0.4;0.3;0.4;0.3;0.4;0.3,Type I error,0.0566,47,1.0.0
3,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s0_k1,null,0.4;0.1;0.4;0.3;0.4;0.3,Type I error,0.0078,47,1.0.0
3,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s0_k2,null,0.4;0.1;0.4;0.1;0.4;0.3,Type I error,0.0015,47,1.0.0
3,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s0_k3,null,0.4;0.1;0.4;0.1;0.4;0.1,Type I error,0.0002,47,1.0.0
3,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s1_k1,null,0.2;0.1;0.4;0.3;0.4;0.3,Type I error,0.0851,47,1.0.0
3,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s1_k2,null,0.2;0.1;0.4;0.1;0.4;0.3,Type I error,0.0122,47,1.0.0
3,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s1_k3,null,0.2;0.1;0.4;0.1;0.4;0.1,Type I error,0.0013,47,1.0.0
3,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s2_k2,null,0.2;0.1;0.2;0.1;0.4;0.3,Type I error,0.0859,47,1.0.0
3,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s2_k3,null,0.2;0.1;0.2;0.1;0.4;0.1,Type I error,0.0055,47,1.0.0
3,0.1,0.8,0.3,0.1,0,10000,20365554,H0_s3_k3,null,0.2;0.1;0.2;0.1;0.2;0.1,Type I error,0.0406,47,1.0.0
3,0.1,0.8,0.3,0.1,0,10000,20365554,W1,alternative,0.2;0.3;0.4;0.3;0.4;0.3,Power,0.8379,47,1.0.0
3,0.1,0.8,0.3,0.1,0,10000,20365554,W2,alternative,0.2;0.1;0.2;0.3;0.4;0.3,Power,0.7979,47,1.0.0
3,0.1,0.8,0.3,0.1,0,10000,20365554,W3,alternative,0.2;0.1;0.2;0.1;0.2;0.3,Power,0.8467,47,1.0.0
